business_id,name,neighborhood,categories,GoodForMeal
1tV2_4oHJTUB9ZFJfOgowA,Original Chicken Tender,The Strip,"Chicken Wings, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
4khsN1eXcWR0YYmROlLEzw,SkyJump Las Vegas,The Strip,"Tours, Bars, Hotels & Travel, Skydiving, Active Life, Nightlife, Amusement Parks, Restaurants",
gNhxs9nPUSkVBSSIRQOgaA,India Masala,The Strip,"Restaurants, Indian, Pakistani, Fast Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
aC4acQbkuD7_JizCiFBuDQ,The Paiza Club,The Strip,"Casinos, Arts & Entertainment, Restaurants, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
KPsu_1Q9XYRKWs_ZBTtlTg,Sky Lounge,The Strip,"Nightlife, Pizza, Restaurants, Bars, Lounges",
xDj6VQrMtbKrz8NSkJv_XA,Waffle Bar @ Venitian,The Strip,"Breakfast & Brunch, Food, Desserts, Restaurants, Waffles","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
u0YYkO2CeD3JFCkR1wSMog,Martorano's,The Strip,"Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
y3EkxHO-qPODtzs_D6E7Rw,Pearl Ocean,The Strip,"Dim Sum, Restaurants, Seafood, Barbeque, Chinese, Cantonese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
dy_9OOE9ZhFZo9NTNCffIg,Nathan's Famous,The Strip,"Fast Food, Restaurants, Cheesesteaks, American (New), Hot Dogs",
z65wZ11iw7Y-WBZ9UDZhnA,Pisa Pizza,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
lwxYmWqjmEZ0ukCsXC9Pfg,Giordanos - Las Vegas,The Strip,"Salad, Restaurants, Italian, Pizza","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
eFsfPHkGGycHXCTyV8uFcg,Wicked Slice,The Strip,"Chicken Wings, Pizza, Restaurants, Sandwiches","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
n0bg7kf6HcpFchCtxJyc5A,Mr Chow,The Strip,"Restaurants, Chinese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
Vjzg0VOQsBWw1TA3iLol-A,Panda Express,The Strip,"Fast Food, Chinese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
4mYPOzBokDgz307TW2EIKw,Crafted Buffet,The Strip,"Buffets, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
IV2CLIAAvF40lIFsu0BJtg,China Tang,The Strip,"Szechuan, Cantonese, Restaurants, Dim Sum, Chinese","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
Uxm9N6jwmJybOv1NcBbnRw,Sekushi Japanese Restaurant,The Strip,"Sushi Bars, Restaurants, Tapas/Small Plates, Japanese","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
dKdApYVFDSNYsNOso6NYlA,White Castle,The Strip,"Restaurants, Fast Food, Breakfast & Brunch, Burgers","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
YfpcrQbCMDE89aAlqg1SJQ,Forum Food Court,The Strip,"Food Court, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
Dxaz8OxaadecnWol18kAtw,Yellowtail by Chef Akira Back,The Strip,"Beer, Wine & Spirits, Steakhouses, Restaurants, Food, Japanese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
lSsuhdM4-Awp3m6-PSrMmg,T.I.G. BBQ,The Strip,"Burgers, Food, Barbeque, Restaurants, Chicken Wings","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
vW65SNLam99SyOuVagNuvg,Diego Mexican Cuisine,The Strip,"Restaurants, Mexican, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
8Q6jl7OW8DZzwANggDspcw,Sugar Factory American Brasserie,The Strip,"Nightlife, Bars, Breakfast & Brunch, American (New), Restaurants","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
4v5ZLpmNn13Mze1w_XfWHw,Harley-Davidson Las Vegas Cafe,The Strip,"American (Traditional), Restaurants, Burgers, Barbeque","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
U1vRCl0GoHF2xSb782sciw,Smashburger,The Strip,"Restaurants, Burgers","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
ggqmML5wN5RFv5QtHQw4iA,Lobster Me,The Strip,"Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
TuA6RNMVHAlqyOKDrgaKPw,Commander's Palace,The Strip,"Steakhouses, Restaurants, Cajun/Creole",
3XE-poXz9CeDao-Q7pqkTw,SEABLUE by Michael Mina,The Strip,"Mediterranean, Restaurants, Seafood","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
PsRvJffbQdaHhK9xHxB06A,Aztec Inn,The Strip,"Nightlife, Casinos, Bars, Restaurants, Arts & Entertainment, Buffets","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
SRUHJIKqhvKu2BFDTSoPww,Adar Kosher Pizza,The Strip,"Pizza, Kosher, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
gUjohbxvaPoHrw41FwkVOA,Chinois,The Strip,"Chinese, Restaurants, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
COq9tlt6lPGUiMbEpHmv_w,Hot Dog On A Stick,The Strip,"Restaurants, Hot Dogs, Fast Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
8cn8zqkyz-UpGKXcKeIRYA,Wasabi Jane's Venetiaen,The Strip,"Japanese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
fTtkz2RhWNAp6jKiIzXf_A,Capriotti's Sandwich Shop,The Strip,"Restaurants, Sandwiches, Vegetarian","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
U1_89WxlRg9DjhCDyF368A,President's Pizza,The Strip,"Pizza, Restaurants","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
USYuX1n1ySv5kd3Fjs-efw,Angelina's Pizzeria,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
eoBeah3ZXruU1E5Fs1nSaQ,Amore Patisserie,The Strip,"Food, Bakeries, Restaurants","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
BjLXhrKdB3I3f3ODy0INRw,CENTRAL BY MICHEL RICHARD,The Strip,"American (New), American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
nDKcQkh8vZkY_u1kyww44g,Valentino,The Strip,"Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
KaGZE0_o1EmmSN4Fo_cpUw,Public House,The Strip,"Food, Sports Bars, Bars, Nightlife, Beer, Wine & Spirits, American (Traditional), Burgers, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
pmoIMK8zGWvKsVOPDBYfzg,Andre's,The Strip,"Restaurants, French, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
35fWtS1LZkaZ-ooKupJ1XA,Buffalo Wild Wings,The Strip,"American (Traditional), Bars, Restaurants, Sports Bars, Chicken Wings, Nightlife","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
kJAmLFgiIjtjULunpr3NNg,Blue Ribbon Sushi Bar and Grill,The Strip,"Restaurants, American (Traditional), Sushi Bars, Japanese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
9lqPRnnxUA47dacFK9lhtQ,Va Bene Caffè,The Strip,"Coffee & Tea, Restaurants, Cafes, Desserts, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
97TVQZZo_2nMDTeWvqfXXg,Ciao Ciao Cafe & Bar,The Strip,"Cafes, Restaurants","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
Lu4pQHQCRXI773PeP3PjTA,Cypress Street Marketplace,The Strip,"Restaurants, Barbeque, Fast Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
yP3tjunvqenEiKSZb9mwmA,Mariposa,The Strip,"French, American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
RwMLuOkImBIqqYj4SSKSPg,Tacos El Gordo,The Strip,"Tacos, Restaurants, Mexican","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
Rj-7ymdw8aNZBRqGRAjR3Q,El Segundo Sol,The Strip,"Mexican, Bars, Cocktail Bars, Venues & Event Spaces, Nightlife, Restaurants, Event Planning & Services","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
IbM5QRE49iYflclZ2WBpEA,Wendy's,The Strip,"Fast Food, Restaurants, Burgers","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
bK_eTLw_uEuEyMzdZlKN6A,Sensi,The Strip,"Nightlife, Restaurants, Bars, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
WTt8_zwy4IXaB2QnuiQP1Q,Margaritaville Casino,The Strip,"Restaurants, Nightlife, Bars, Arts & Entertainment, Casinos, American (New), Music Venues","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
AVtNuwwdgWWm2CZqRe5pKQ,San Gennaro Burger,The Strip,"Sandwiches, Restaurants, Burgers","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
G9OOkWH5rLHN3DKNPMv1lg,Cafe at Harrah's,The Strip,"Restaurants, American (Traditional), Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
m1BL2XSBqnqP1qfmbrKmug,Okada,The Strip,"Sushi Bars, Japanese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
xiAiahsdBfTxYCFfvZmMfQ,Canyon Ranch Cafe,The Strip,"Desserts, Breakfast & Brunch, Food, Restaurants, Cafes","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
aDkbxQb4CVXuV9tJx22ukw,Times Square To Go,The Strip,"Restaurants, Hot Dogs","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
aKEEQqL1UFMieilnylI1gw,Costa di Mare,The Strip,"Restaurants, Italian, Seafood","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
UFthIIorkchiGj_5ThZ1Uw,Rainforest Cafe,The Strip,"American (Traditional), Restaurants, Cafes, Party & Event Planning, Event Planning & Services","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
zBFhe2VVjhQZPieaG0ydBA,Alexxa's Bar,The Strip,"Bars, Restaurants, Lounges, Nightlife, Tapas/Small Plates","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
4hG2j_ibsNblDgqei05U_g,Social House,The Strip,"Nightlife, Bars, Restaurants, Japanese, Lounges, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
3aKRYHFXMjKiaSAsVH4qiw,Neros,The Strip,"Steakhouses, Restaurants, Seafood","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
_j750dvyAFCkd0OzPOV09Q,Denny's,The Strip,"Restaurants, American (Traditional), Diners","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"
zaxK3ea92mvEBRy-jttngg,Virgil's Real Barbecue - Las Vegas,The Strip,"Restaurants, American (Traditional), Chicken Wings, Bars, Nightlife, Salad, Barbeque, Venues & Event Spaces, Arts & Entertainment, Music Venues, Event Planning & Services","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
HoKXKkW8oC9q8XnjKLulRw,Comme Ça,The Strip,"French, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
YeKw_NtI8E0iUfNbrk5nhw,Zombie Dogs Vegas,The Strip,"Restaurants, Food Trucks, Caterers, Hot Dogs, Food, Event Planning & Services","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
K7lWdNUhCbcnEvI0NhGewg,Wicked Spoon,The Strip,"Buffets, Restaurants, Breakfast & Brunch","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
vPWvyl9gxmuOIXDBL6lSpw,She by Morton's,The Strip,"Bars, Restaurants, Nightlife, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
qUVnqIEYNbkHdUffYITr-Q,Pizza Place,The Strip,"Sandwiches, Restaurants, Food, Ice Cream & Frozen Yogurt, Pizza","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
f0160VdQERs6Y6Aq-Chvfw,Canyon Ranch Grill,The Strip,"Breakfast & Brunch, American (New), American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
fXSOxjL7FP_sVew1gXnOIw,Sirrico's Pizza,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
cM4R0NNWdS2NSZga7bxCRQ,Lasalsa Fresh Mexican Grill,The Strip,"Mexican, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
GbYBL-LB8Dra49t8XCnVWw,Subway,The Strip,"Sandwiches, Restaurants, Fast Food",
wjZ12shpUWAy4Boy0G5z1g,Island Buffet,The Strip,"Buffets, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
gBfPyzPRmeOaj3SdcIj0Rw,Sushi Roku,The Strip,"Japanese, Lounges, Sushi Bars, Nightlife, Bars, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
ueko6OhJaHNDy1Ynfrb3vw,Chicken Now Venetian,The Strip,"Restaurants, Chicken Wings","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
vLkKorA1gPS97Zj0_WKA0Q,Twist by Pierre Gagnaire,The Strip,"American (New), French, Steakhouses, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
2zufEbSI_D8t3WPCgShw-w,The Marketplace,The Strip,"Delis, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
LPnGdeEJyMMO02e02PqZBA,P.J. Clarke's New York Chophouse,The Strip,"Gastropubs, American (New), Steakhouses, Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
Ls89UV4aSRE8eW2Pj_LaWg,Crossroads Restaurant & Bar - Las Vegas,The Strip,"Restaurants, Southern, Bars, Steakhouses, Breakfast & Brunch, Nightlife, American (New), Cajun/Creole","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
5pmZjodq-9PZ0gDn5epHVw,Crustacean Restaurant,The Strip,"Restaurants, Asian Fusion, Seafood","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
EzvQSacRpQhFU_p8NgiVJw,48th and Crepe,The Strip,"Breakfast & Brunch, Restaurants","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
YF4QJ_j-PM7cMZja6K1MwQ,Encore Beach Club,The Strip,"Dance Clubs, Arts & Entertainment, Active Life, Nightlife, Restaurants, Music Venues, Swimming Pools",
HQBtr9-GtWE566ZoUNf5TA,Pizza Palace,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
6CnoUxE66XuY5gI-hBysbw,G G Santi II,The Strip,"Desserts, Food, Candy Stores, Chocolatiers & Shops, Specialty Food, Restaurants",
gtgwlSNqDAehi723uMdpIg,Rialto Deli,The Strip,"Restaurants, Delis","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
NlGDKsTOLKyHJ0mgS_gWJQ,BB King's Blues Club,The Strip,"Southern, Arts & Entertainment, Restaurants, Jazz & Blues, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
_ng1XrWNbJZgAsqZlyb7cg,Pumpkin & Pecan Shish Kabob Shop,The Strip,"Mediterranean, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
L7SKlQ4hH12eIqmabXzE0Q,DJT,The Strip,"Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
91JwvxaCYhLWnAOWp_AmeQ,Popeyes Lousiana Kitchen,The Strip,"American (New), Cajun/Creole, Chicken Wings, Fast Food, Restaurants, Food","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
VNNCmRTGq4QOT0uHdWVQmA,Charlie's Bar + Grill,The Strip,"Sports Bars, Restaurants, Nightlife, Bars, American (Traditional)","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
djbZ5uQPKw9N4Dq9QXhdNw,Twin Peaks,The Strip,"Sports Bars, American (Traditional), Nightlife, Bars, American (New), Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
2Mp53KxlGeZJkodTuqpVow,Project Pie - MGM,The Strip,"Gluten-Free, Restaurants, Pizza, Food, Salad, Do-It-Yourself Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
XnJeadLrlj9AZB8qSdIR2Q,Joël  Robuchon,The Strip,"Restaurants, French","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
OjAEW_EO1CKHFiioc-PsRw,Stan Fulton Bistro,The Strip,"American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
CxE5OE_t29h_wqqK1BsoFA,Johnny Rockets,The Strip,"American (Traditional), Diners, Burgers, Sandwiches, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
